"Cardroom","Username","Nickname","Country","Signup date + time","Frozen","Signup IP","Signup serial","Date first rake/fee","Player Code","Lifetime Rake","Lifetime Fee"
"sportiumbet.mx","ruth84","ruth84","Mexico","2026-03-17 13:11:30","Not frozen",NULL,NULL,NULL,"39741435",NULL,NULL
"netbetro","NETB1855E21D709B","NETB1855E21D709B","Romania","2026-03-18 00:07:40","Not frozen",NULL,NULL,NULL,"39744521",NULL,NULL
"sportiumbet.mx","Mari@10","Mari102","Mexico","2026-03-17 16:01:00","Not frozen",NULL,NULL,NULL,"39742105",NULL,NULL
"sportiumbet.mx","Jose2008321","Jose2008321","Mexico","2026-03-17 23:19:00","Not frozen",NULL,NULL,NULL,"39744286",NULL,NULL
"efortuna","loricici22","loricici22","Romania","2026-03-17 22:42:02","Not frozen","178.138.35.198","96436C05-4D72-4810-83BD-9CE86119F96D","2026-03-17 00:00:00","39744084","0","0.05000000015962548"
"sportiumbet.mx","RUBYMILLAN10","RUBYMILLAN10","Mexico","2026-03-18 03:48:20","Not frozen",NULL,NULL,NULL,"39745362",NULL,NULL
"bet365poker","GUMMI2230","heartphoenix11","Iceland","2026-03-17 22:11:44","Not frozen","157.157.220.201","8f53d0194a658e1b77c1e33ebbbf2673","2026-03-17 00:00:00","39743895","0","2.31"
"sportiumbet.mx","Francisco@1982","Francisco1982","Mexico","2026-03-17 17:07:40","Not frozen",NULL,NULL,NULL,"39742395",NULL,NULL
"bet365poker","JAMARPUCKERIN86","puckyla","Barbados","2026-03-17 20:42:17","Not frozen","65.48.252.156","edcf7006b2ccfcbc86ef031ed1ae2eef","2026-03-17 00:00:00","39743430","2.140306","0"
"netbetro","NETB8CFDAEF6D4CF","NETB8CFDAEF6D4CF","Romania","2026-03-17 17:14:30","Not frozen",NULL,NULL,NULL,"39742432",NULL,NULL
"nordicbet.com","1185317655","jumperbeach83","Finland","2026-03-17 22:42:20","Not frozen","83.245.226.78","1f2541745c205d16c1ad5d0d70d5ff07",NULL,"39744088",NULL,NULL
"svenskaspel","115668304","pirategrey348","Sweden","2026-03-17 18:20:16","Not frozen","81.227.250.158","41f32a733cb7fc70073b40361bedf799",NULL,"39742738",NULL,NULL
"coolbet","aqRB5NH6","dukefluffy793","Norway","2026-03-18 00:07:23","Not frozen","109.189.6.62","6a19898022b8c13b7883b7f96d7ddcbd",NULL,"39744518",NULL,NULL
"bet365poker","BLOSS1977","titandouble324","United Kingdom","2026-03-17 16:00:27","Not frozen","178.237.170.160","73c6774f1d0c3a58ed29ac860de82ff8","2026-03-17 00:00:00","39742103","1.579846","0"
"sportiumbet.mx","Mary@26","Mary263","Mexico","2026-03-17 19:50:00","Not frozen",NULL,NULL,NULL,"39743220",NULL,NULL
"nordicbet.com","1398563629","Cunningsober17","Finland","2026-03-17 14:37:56","Not frozen","176.93.133.101","54ee3392539faabf0dc3b767dc3c600b",NULL,"39741784",NULL,NULL
"sportiumbet.mx","Sejo77","Sejo77","Mexico","2026-03-17 22:02:50","Not frozen",NULL,NULL,NULL,"39743838",NULL,NULL
"sportiumbet.mx","Tonypeña79","Tonypea79","Mexico","2026-03-18 02:20:30","Not frozen",NULL,NULL,NULL,"39745040",NULL,NULL
"novibet.gr","1018992","TSIPISGAMIAS","Greece","2026-03-17 23:42:02","Not frozen","5.203.180.79","E3F3AA7C-7A54-48DB-98FF-34EDE7A8A199","2026-03-17 00:00:00","39744396","0","5.1"
"netbetuk","NETB9F164AD29818","NETB9F164AD29818","United Kingdom","2026-03-17 10:09:30","Not frozen",NULL,NULL,NULL,"39740898",NULL,NULL
"netbetro","TESTRO52337421","TESTRO52337421","Romania","2026-03-17 13:00:20","Not frozen",NULL,NULL,NULL,"39741395",NULL,NULL
"sportiumbet.mx","Mariakinki15","Mariakinki15","Mexico","2026-03-17 21:31:00","Not frozen",NULL,NULL,NULL,"39743658",NULL,NULL
"sportiumbet.mx","Danna43","Danna43","Mexico","2026-03-17 13:23:30","Not frozen",NULL,NULL,NULL,"39741484",NULL,NULL
"bet365poker","JANUKAACHARYA7","lemonstar963","Malta","2026-03-17 15:51:22","Not frozen","185.5.48.36","8b1e74388197742956773d8082be4ad7",NULL,"39742063",NULL,NULL
"netbetro","NETBB35C807F49F0","NETBB35C807F49F0","Romania","2026-03-17 17:07:50","Not frozen",NULL,NULL,NULL,"39742396",NULL,NULL
"efortuna","DanCiprian","DanCiprian1","Romania","2026-03-17 14:27:05","Not frozen","5.14.135.161","82bd7d22-6f04-44b7-9a48-59b9f068a227","2026-03-17 00:00:00","39741740","0","0.07000000022347568"
"swisscasino.ch","Klaus007","rexgutsy527","Switzerland","2026-03-17 23:25:42","Not frozen","51.154.132.203","8c8b861c7cbf2d85e7b153b7831989c1",NULL,"39744320",NULL,NULL
"netbetro","NETB8A7ACC82B977","NETB8A7ACC82B977","Romania","2026-03-17 18:27:50","Not frozen",NULL,NULL,NULL,"39742769",NULL,NULL
"betfredew5","PF10470358","Wayneard6969","United Kingdom","2026-03-18 00:18:11","Not frozen","90.192.140.9","d192ca42a26fa13ea82301b0a1f993d4",NULL,"39744563",NULL,NULL
"sportiumbet.mx","Miia2014","Miia2014","Mexico","2026-03-18 00:16:30","Not frozen",NULL,NULL,NULL,"39744554",NULL,NULL
"netbetuk","NETB57E9625D07A2","NETB57E9625D07A2","United Kingdom","2026-03-17 17:49:00","Not frozen",NULL,NULL,NULL,"39742583",NULL,NULL
"betfairpoker","111766839","whaleicy184","Ireland","2026-03-17 21:55:00","Not frozen","52.158.42.123","faf0f98a615b0232c359e744ebe47f3b",NULL,"39743798",NULL,NULL
"netbetro","NETB18918B3062D2","NETB18918B3062D2","Romania","2026-03-17 19:08:20","Not frozen",NULL,NULL,NULL,"39742986",NULL,NULL
"paddypowerpoker.com","52712605","marshallbrick4","United Kingdom","2026-03-17 23:52:29","Not frozen","86.145.214.8","52d4afbc1ea8d760a29689d02f4d2918",NULL,"39744438",NULL,NULL
"grosvenor.poker","6939607","Powerfulocean69","United Kingdom","2026-03-17 19:33:07","Not frozen","150.143.39.24","d56bde3f2ad030601ca7355608918f96",NULL,"39743140",NULL,NULL
"atlanticcity.pe","1.550445","1550445","Peru","2026-03-17 22:58:32","Not frozen","129.222.182.86","1ed301e386283f2d58a0c668876f9608",NULL,"39744173",NULL,NULL
"netbetro","NETBA9E25DD2F944","NETBA9E25DD2F944","Romania","2026-03-17 21:19:40","Not frozen",NULL,NULL,NULL,"39743604",NULL,NULL
"sportiumbet.mx","Doares973","Doares973","Mexico","2026-03-17 14:16:50","Not frozen",NULL,NULL,NULL,"39741699",NULL,NULL
"bet365poker","R6666WDY","dukezone433","United Kingdom","2026-03-18 02:36:49","Not frozen","92.40.213.152","859953adf8a6e0cbf38320b21406da2e",NULL,"39745104",NULL,NULL
"betsson.com","1184243278","mousesoft117","Chile","2026-03-17 23:04:20","Not frozen",NULL,NULL,NULL,"39744208",NULL,NULL
"coolbet","VLfasxIr","sheriffbeach31","Finland","2026-03-17 17:57:48","Not frozen","85.76.161.242","fd7e640554b5b9deab1f8b291fb84b8c",NULL,"39742625",NULL,NULL
"svenskaspel","111300213","whaletrue787","Sweden","2026-03-17 22:31:32","Not frozen","213.64.123.56","e017143b-e7e2-47a8-941f-0f93f5d47760","2026-03-17 00:00:00","39744015","0","0.4000000034272664"
"sportiumbet.mx","RojitaUp28","RojitaUp28","Mexico","2026-03-18 00:47:20","Not frozen",NULL,NULL,NULL,"39744692",NULL,NULL
"atlanticcity.pe","1.554211","901912","Peru","2026-03-17 18:50:23","Not frozen","179.7.110.70","bda1be813847d112db2d3b971685ded9","2026-03-18 00:00:00","39742896","0.356557","0"
"netbetuk","NETBF2A01B20DDA0","NETBF2A01B20DDA0","United Kingdom","2026-03-17 13:34:40","Not frozen",NULL,NULL,NULL,"39741521",NULL,NULL
"netbetro","NETB978BDD37695A","NETB978BDD37695A","Romania","2026-03-17 10:17:50","Not frozen",NULL,NULL,NULL,"39740927",NULL,NULL
"netbetgr","NETB9C94FF5CE78B","NETB9C94FF5CE78B","Greece","2026-03-17 14:10:50","Not frozen",NULL,NULL,NULL,"39741670",NULL,NULL
"hollandcasino","3FR10057794","sharkcrown343","Netherlands","2026-03-17 22:15:14","Not frozen","87.212.6.184","48d474945a009079c88358709c1b80eb","2026-03-17 00:00:00","39743918","4.281553","0"
"paddypowerpoker.com","306327630","piratetree767","United Kingdom","2026-03-17 21:38:00","Not frozen","86.184.33.190","269f0690bcecef2e9d6db0230c2d6b5b",NULL,"39743699",NULL,NULL
"teammexico.mx","1284862","1284862","Mexico","2026-03-17 12:34:14","Not frozen","187.188.76.185","54e3f2bedae064294dc4f141033949fc",NULL,"39741328",NULL,NULL
"netbetro","NETB18395E8D2B4A","NETB18395E8D2B4A","Romania","2026-03-17 18:54:30","Not frozen",NULL,NULL,NULL,"39742918",NULL,NULL
"netbetro","NETBCD4A13BDA825","NETBCD4A13BDA825","Romania","2026-03-17 18:57:20","Not frozen",NULL,NULL,NULL,"39742928",NULL,NULL
"boylepokeruw4","TOCA001","pigeoncoin239","United Kingdom","2026-03-17 17:24:01","Not frozen","185.50.100.5","4BA2CA5E-9FC2-4C29-88B9-A527D91F0CF4","2026-03-17 00:00:00","39742463","0.8080769999999998","0.19000000034251013"
"efortuna","Mioaraa69","Mioaraa69","Romania","2026-03-17 14:33:45","Not frozen","46.97.168.110","b552988e-0b03-49d7-91ec-ce918a0f0578","2026-03-17 00:00:00","39741770","0","0.03000000009577529"
"svenskaspel","115686442","Priso001","Sweden","2026-03-17 10:18:10","Not frozen","94.191.137.68","ced3fb62dfb96dcb2c47f9eece67693e","2026-03-17 00:00:00","39740929","1.010775199190526","0"
"netbetro","NETBC8CA44295940","NETBC8CA44295940","Romania","2026-03-17 10:12:10","Not frozen",NULL,NULL,NULL,"39740908",NULL,NULL
"sportiumbet.mx","Diana32122","Diana32122","Mexico","2026-03-17 10:26:10","Not frozen",NULL,NULL,NULL,"39740952",NULL,NULL
"sportiumbet.mx","Santa2328","Santa2328","Mexico","2026-03-17 16:24:30","Not frozen",NULL,NULL,NULL,"39742208",NULL,NULL
"netbetro","NETB03DCC7FB1AE9","NETB03DCC7FB1AE9","Romania","2026-03-17 14:55:00","Not frozen",NULL,NULL,NULL,"39741864",NULL,NULL
"skypoker.com","502659045","502659045","United Kingdom","2026-03-17 17:28:54","Not frozen","82.17.137.121","99713de49fcd43293f1f615256a729aa",NULL,"39742485",NULL,NULL
"efortuna","Miha313","Miha313","Romania","2026-03-17 21:05:41","Not frozen","46.97.168.240","9f5ea9fa-41d7-4c18-82c6-65e7e3ea184f","2026-03-17 00:00:00","39743542","0","0.03000000009577529"
"netbetro","NETB174FB735914A","NETB174FB735914A","Romania","2026-03-17 21:29:20","Not frozen",NULL,NULL,NULL,"39743648",NULL,NULL
"efortuna","axsecret","axsecret","Romania","2026-03-17 14:51:15","Not frozen","82.78.232.114","19bab167c25574da2168f78a46be8841","2026-03-17 00:00:00","39741845","0","0.04000000012770038"
"sportiumbet.mx","Adairwpx8","Adairwpx8","Mexico","2026-03-18 03:13:20","Not frozen",NULL,NULL,NULL,"39745226",NULL,NULL
"sportiumbet.mx","Angel145E","Angel145E","Mexico","2026-03-18 01:19:10","Not frozen",NULL,NULL,NULL,"39744805",NULL,NULL
"betsson.com","1659654496","ninjaorchid687","Chile","2026-03-18 01:08:32","Not frozen",NULL,NULL,NULL,"39744756",NULL,NULL
"paf.se","31505666","sharkspicy421","Sweden","2026-03-17 20:09:07","Not frozen","81.225.154.28","173ade3c06bbca823f3591add05680f4","2026-03-17 00:00:00","39743294","39.26639039964868","0"
"sportiumbet.mx","Sandylu77","Sandylu77","Mexico","2026-03-17 14:04:30","Not frozen",NULL,NULL,NULL,"39741634",NULL,NULL
"netbetro","NETBCE8FA719B7AB","NETBCE8FA719B7AB","Romania","2026-03-17 20:33:40","Not frozen",NULL,NULL,NULL,"39743382",NULL,NULL
"efortuna","OooFANEooO","OooFANEooO","Romania","2026-03-17 13:41:52","Not frozen","178.138.34.141","8eded534-c223-4f1f-8425-c837f643e5fa","2026-03-17 00:00:00","39741548","0","0.03000000009577529"
"netbetuk","TEST666FAFBC6CE2","TEST666FAFBC6CE2","United Kingdom","2026-03-17 15:39:20","Not frozen",NULL,NULL,NULL,"39742027",NULL,NULL
"betsafe.se","1307799885","stakerred939","Sweden","2026-03-17 14:17:29","Not frozen","185.63.73.17","17d9e0a41065f17477621101e73be77d",NULL,"39741706",NULL,NULL
"netbetuk","NETB173FD5B4D770","NETB173FD5B4D770","United Kingdom","2026-03-17 17:54:00","Not frozen",NULL,NULL,NULL,"39742602",NULL,NULL
"netbetro","NETBAF5900AD0D4C","NETBAF5900AD0D4C","Romania","2026-03-17 20:11:40","Not frozen",NULL,NULL,NULL,"39743306",NULL,NULL
"svenskaspel","108445502","rainbowladder86","Sweden","2026-03-17 19:27:12","Not frozen","90.227.162.181","7ca90d719456a5a1f951d37e6e5586cf","2026-03-17 00:00:00","39743098","0","0.07000000059977161"
"sportiumbet.mx","P.Diddy69","PDiddy691","Mexico","2026-03-18 01:35:40","Not frozen",NULL,NULL,NULL,"39744873",NULL,NULL
"bet365poker.gr","S_STEFANOS","spooncool542","Greece","2026-03-17 18:06:44","Not frozen","79.166.213.140","af59c36f138859c8167665e4a9188b43","2026-03-17 00:00:00","39742666","4.405286","0"
"sportiumbet.mx","Jonathan01.","Jonathan011","Mexico","2026-03-18 01:08:34","Not frozen",NULL,NULL,NULL,"39744757",NULL,NULL
"bet365poker","SAIFUYOUSUFI7","ponyfree4372","Canada","2026-03-18 01:14:37","Not frozen","76.68.231.171","de3221fb56f3fc553f361e84a7bfb6ca",NULL,"39744792",NULL,NULL
"efortuna","vladutz11","vladutz111","Romania","2026-03-17 13:24:55","Not frozen","5.12.37.253","3151fc58d76bd4e74d57918417d9eae4",NULL,"39741490",NULL,NULL
"betfredew5","PF8684782","rab1908","United Kingdom","2026-03-17 22:36:19","Not frozen","82.31.243.24","d15bb46ab283d5db1b520e11715486b4",NULL,"39744047",NULL,NULL
"sportiumbet.mx","Weroloko1329","Weroloko1329","Mexico","2026-03-18 01:40:20","Not frozen",NULL,NULL,NULL,"39744888",NULL,NULL
"sportiumbet.mx","vicente054","vicente054","Mexico","2026-03-17 16:42:40","Not frozen",NULL,NULL,NULL,"39742279",NULL,NULL
"sportiumbet.mx","Albert03","Albert031","Mexico","2026-03-18 00:40:30","Not frozen",NULL,NULL,NULL,"39744663",NULL,NULL
"skypoker.com","514343566","GetLucky888","United Kingdom","2026-03-17 19:48:47","Not frozen","185.61.158.164","5a4479bfb8172e912f97c605241cbbae","2026-03-17 00:00:00","39743215","0","0.9826089274279837"
"sportiumbet.mx","MANE22@","MANE222","Mexico","2026-03-17 15:10:30","Not frozen",NULL,NULL,NULL,"39741918",NULL,NULL
"netbetuk","NETB01AC1FDE0D5C","NETB01AC1FDE0D5C","United Kingdom","2026-03-18 01:53:20","Not frozen",NULL,NULL,NULL,"39744924",NULL,NULL
"bifortuna.cz","Eminem0","Eminem05","Czech Republic","2026-03-17 13:13:09","Not frozen","109.81.164.42","59eb2967-843c-4f03-815f-89c0078a291d",NULL,"39741444",NULL,NULL
"sportiumbet.mx","Aran@29","Aran291","Mexico","2026-03-18 03:37:30","Not frozen",NULL,NULL,NULL,"39745318",NULL,NULL
"bet365poker","ANTHONYBAWS","streetember235","United Kingdom","2026-03-17 14:54:29","Not frozen","92.40.177.154","56495f5e90377d243844031a587a0996",NULL,"39741862",NULL,NULL
"sportiumbet.mx","Kevs007","Kevs0072","Mexico","2026-03-17 20:17:10","Not frozen",NULL,NULL,NULL,"39743321",NULL,NULL
"sportiumbet.mx","Elatzin69","Elatzin69","Mexico","2026-03-17 16:34:10","Not frozen",NULL,NULL,NULL,"39742253",NULL,NULL
"coolbet","P1wGVT68","diamondsea435","Chile","2026-03-17 19:18:54","Not frozen","186.10.139.9","89959531dea3597ed1ce1b2da38d3fd6",NULL,"39743044",NULL,NULL
"netbetro","NETBA83C7DA73E9F","NETBA83C7DA73E9F","Romania","2026-03-17 13:46:40","Not frozen",NULL,NULL,NULL,"39741560",NULL,NULL
"sportiumbet.mx","Durante124","Durante124","Mexico","2026-03-18 01:34:30","Not frozen",NULL,NULL,NULL,"39744868",NULL,NULL
"netbetgr","NETB38FB6B3C9448","NETB38FB6B3C9448","Greece","2026-03-17 19:24:20","Not frozen",NULL,NULL,NULL,"39743081",NULL,NULL
"sportiumbet.mx","Estherelenes1","Estherelenes1","Mexico","2026-03-17 23:00:40","Not frozen",NULL,NULL,NULL,"39744186",NULL,NULL
"paddypowerpoker.com","305044407","queenoasis584","United Kingdom","2026-03-17 23:19:45","Not frozen","86.179.247.132","4e9490daaecd6b9006114c1307d8e67a",NULL,"39744289",NULL,NULL
"netbetro","NETB3A228A352382","NETB3A228A352382","Romania","2026-03-17 22:03:00","Not frozen",NULL,NULL,NULL,"39743839",NULL,NULL
"sportiumbet.mx","NoeCacruz10","NoeCacruz10","Mexico","2026-03-17 12:00:00","Not frozen",NULL,NULL,NULL,"39741243",NULL,NULL
"betfairpoker","110986902","badgerball566","United Kingdom","2026-03-17 11:46:07","Not frozen","84.70.86.92","60cd00794283df35fedd81b013097161",NULL,"39741212",NULL,NULL
"netbetro","NETB443B709910E5","NETB443B709910E5","Romania","2026-03-17 18:37:50","Not frozen",NULL,NULL,NULL,"39742833",NULL,NULL
"ninjacasino.ee","95465","95465","Estonia","2026-03-17 19:31:06","Not frozen","176.46.31.49","73eb0100525e3c7c2df206334184f82e",NULL,"39743126",NULL,NULL
"sportiumbet.mx","Ch@va.12345","Chva12345","Mexico","2026-03-17 23:32:10","Not frozen",NULL,NULL,NULL,"39744354",NULL,NULL
"bet365poker.gr","XASTISGR","teacherzenith26","Greece","2026-03-17 19:42:35","Not frozen","46.12.207.136","2ac81c55d0d0f7b678519d19d251415d",NULL,"39743182",NULL,NULL
"sportiumbet.mx","17Anettsol","17Anettsol","Mexico","2026-03-17 17:51:20","Not frozen",NULL,NULL,NULL,"39742592",NULL,NULL
"netbetro","NETBF34BE7878DCF","NETBF34BE7878DCF","Romania","2026-03-17 18:50:50","Not frozen",NULL,NULL,NULL,"39742898",NULL,NULL
"sportiumbet.mx","@China16","China162","Mexico","2026-03-18 00:01:20","Not frozen","177.245.42.41","768f5ade-8033-4bd2-8a61-813499bfc81b",NULL,"39744485",NULL,NULL
"netbetro","NETB4957B1A0F0EC","NETB4957B1A0F0EC","Romania","2026-03-17 13:14:30","Not frozen",NULL,NULL,NULL,"39741451",NULL,NULL
"sportiumbet.mx","0909jesus09","0909jesus09","Mexico","2026-03-17 18:50:50","Not frozen",NULL,NULL,NULL,"39742899",NULL,NULL
"paddypowerpoker.com","304062390","jackshell6","United Kingdom","2026-03-17 22:49:01","Not frozen","90.196.147.39","66d9387d3f0c3c52a0843e6f31899a24",NULL,"39744120",NULL,NULL
"sportiumbet.mx","Ingri123@","Ingri123","Mexico","2026-03-18 03:18:50","Not frozen",NULL,NULL,NULL,"39745246",NULL,NULL
"svenskaspel","110655583","wallbrick15","Sweden","2026-03-17 11:21:41","Not frozen","185.86.106.100","105c49897707f1276992677f16a1d2f7",NULL,"39741134",NULL,NULL
"netbetro","NETB11643C4C770C","NETB11643C4C770C","Romania","2026-03-17 20:32:00","Not frozen",NULL,NULL,NULL,"39743379",NULL,NULL
"poker770mt","NETB8EDFBD1DB227","NETB8EDFBD1DB227","Finland","2026-03-18 01:19:40","Not frozen",NULL,NULL,NULL,"39744806",NULL,NULL
"bet365poker.nl","PRINSBOVENKAMER","Eloquentwise95","Netherlands","2026-03-17 15:27:41","Not frozen","188.91.226.38","389ab7974cc61e8df266d0bb57118550","2026-03-17 00:00:00","39741985","6.705768","0"
"svenskaspel","116514429","whalezone13","Sweden","2026-03-17 16:32:18","Not frozen","94.234.86.212","C7FB3F9D-5783-4B47-AF4D-ECD0E7B6E150",NULL,"39742240",NULL,NULL
"netbetro","NETB5A2D0EE3144D","NETB5A2D0EE3144D","Romania","2026-03-17 18:11:40","Not frozen",NULL,NULL,NULL,"39742689",NULL,NULL
"sportiumbet.mx","Nat_Rojas_17","NatRojas17","Mexico","2026-03-18 02:13:00","Not frozen",NULL,NULL,NULL,"39745017",NULL,NULL
"betfredew5","PF14492587","PF14492587","United Kingdom","2026-03-18 01:45:15","Not frozen",NULL,"049fc0ced4eb70ffc8d07144d1720ca4",NULL,"39744907",NULL,NULL
"efortuna","danutbalasa","danutbalasa","Romania","2026-03-17 14:04:48","Not frozen","78.97.161.108","b4ea34040f62883b84fa9a6c29b5f523","2026-03-17 00:00:00","39741639","0","18.430000090854247"
"boylepokeruw4","OSCAR9985","ColdasIce85","Ireland","2026-03-17 14:52:47","Not frozen","185.50.100.5","011c0107-f738-40d1-8aef-6d6ee02e090c","2026-03-17 00:00:00","39741851","0","0.9"
"teammexico.mx","1416126","1416126","Mexico","2026-03-17 20:40:25","Not frozen","187.132.213.127","7ef75663109b8a6b0bde641f092a2bea",NULL,"39743419",NULL,NULL
"sportiumbet.mx","Cesar7856","Cesar7856","Mexico","2026-03-17 17:31:40","Not frozen",NULL,NULL,NULL,"39742499",NULL,NULL
"sportiumbet.mx","Fresita900","Fresita900","Mexico","2026-03-17 12:15:40","Not frozen",NULL,NULL,NULL,"39741283",NULL,NULL
"poker770mt","NETB71A5E2F97729","NETB71A5E2F97729","New Zealand","2026-03-17 23:46:40","Not frozen",NULL,NULL,NULL,"39744416",NULL,NULL
"netbetro","NETB07A36367C048","NETB07A36367C048","Romania","2026-03-17 22:10:30","Not frozen",NULL,NULL,NULL,"39743886",NULL,NULL
"netbetuk","NETB38613CA30A25","NETB38613CA30A25","United Kingdom","2026-03-17 17:46:20","Not frozen",NULL,NULL,NULL,"39742570",NULL,NULL
"netbetgr","NETBFA683504F58A","NETBFA683504F58A","Greece","2026-03-17 21:15:30","Not frozen",NULL,NULL,NULL,"39743584",NULL,NULL
"coolbet.se","iXEpt7ZI","skagerrak","Sweden","2026-03-17 19:39:36","Not frozen","151.177.236.68","4F89EDC9-24E9-5427-8A68-CA09BBE989BC","2026-03-17 00:00:00","39743167","0","19.500000167079236"
"sportiumbet.mx","Juanito@16","Juanito161","Mexico","2026-03-17 19:45:50","Not frozen",NULL,NULL,NULL,"39743200",NULL,NULL
"skypoker.com","504643483","504643483","United Kingdom","2026-03-17 17:13:40","Not frozen",NULL,"121ce63cc3a83e79eb19b75c5a323cf2",NULL,"39742427",NULL,NULL
"teammexico.mx","840201","ABM22","Mexico","2026-03-17 23:18:01","Not frozen","201.141.110.109","80858ed4807da64137979b7a6e7e12ad",NULL,"39744278",NULL,NULL
"betsson.pe","1204348526","rosehot413","Peru","2026-03-17 22:57:12","Not frozen","38.25.17.178","7a4841fb1762fefa8aa41f59b5b83406",NULL,"39744168",NULL,NULL
"bet365poker","MARIAMIHAI1329","whalebeach628","United Kingdom","2026-03-17 15:57:02","Not frozen","90.193.149.247","22f8f1c722354598f5970c8a5468f00f","2026-03-17 00:00:00","39742079","0","2.8000000119123087"
"inbet.bg","1397203892541849784","Koishtemdadepari","Bulgaria","2026-03-17 22:44:39","Not frozen","37.63.5.193","e947d1d613bb7eaaa1a34c9b521cc052","2026-03-17 00:00:00","39744103","0.012781","0"
"sportiumbet.mx","Rene1102","Rene1102","Mexico","2026-03-18 03:04:10","Not frozen",NULL,NULL,NULL,"39745204",NULL,NULL
"skypoker.com","514337895","514337895","United Kingdom","2026-03-17 19:03:23","Not frozen","86.155.106.37","50277d59b1f1abdbcf9c1fec34bac99b",NULL,"39742963","0","0"
"netbetro","NETB11007CFF97A6","NETB11007CFF97A6","Romania","2026-03-17 19:22:10","Not frozen",NULL,NULL,NULL,"39743065",NULL,NULL
"sportiumbet.mx","Rochio21","Rochio21","Mexico","2026-03-17 23:27:10","Not frozen",NULL,NULL,NULL,"39744328",NULL,NULL
"netbetro","NETB6069001426F4","NETB6069001426F4","Romania","2026-03-17 18:32:20","Not frozen",NULL,NULL,NULL,"39742800",NULL,NULL
"sportiumbet.mx","GOY511","GOY511","Mexico","2026-03-18 00:45:10","Not frozen",NULL,NULL,NULL,"39744680",NULL,NULL
"netbetro","NETB6AC9DFECFF5C","NETB6AC9DFECFF5C","Romania","2026-03-17 16:38:00","Not frozen",NULL,NULL,NULL,"39742265",NULL,NULL
"codere.mx","flamas31","hornetdark311","Mexico","2026-03-17 23:39:26","Not frozen","187.189.164.128","42fe7231faf3e50ba893f8bcd66167cf","2026-03-17 00:00:00","39744381","0.08505599999999992","0.02003356398792481"
"efortuna","ghezagza","ghezagzagza","Romania","2026-03-17 15:34:37","Not frozen","86.121.250.83","c88a38fbb9a97b6845c2f7d22e36033b","2026-03-17 00:00:00","39742003","0","1.1100000060202828"
"paddypowerpoker.com","303559070","designflower42","United Kingdom","2026-03-18 03:06:21","Not frozen","109.153.125.93","8e9e53717f7bb4ee7f005a35090002c0",NULL,"39745208",NULL,NULL
"sportiumbet.mx","Jaimedelgado509","Jaimedelgado509","Mexico","2026-03-18 02:03:20","Not frozen",NULL,NULL,NULL,"39744972",NULL,NULL
"efortuna","adytzuuu123","adytzuuu123","Romania","2026-03-17 19:22:03","Not frozen","37.251.222.89","816488FD-69BE-48CB-83D6-6766E3E2112A",NULL,"39743063",NULL,NULL
"netbetro","NETBCEC895C549C4","NETBCEC895C549C4","Romania","2026-03-17 18:33:00","Not frozen",NULL,NULL,NULL,"39742804",NULL,NULL
"netbetro","NETBFE6DE28DF681","NETBFE6DE28DF681","Romania","2026-03-17 16:50:50","Not frozen",NULL,NULL,NULL,"39742318",NULL,NULL
"sportiumbet.mx","Stokeer2004","Stokeer2004","Mexico","2026-03-17 20:24:10","Not frozen",NULL,NULL,NULL,"39743346",NULL,NULL
"teammexico.mx","307869","307869","Mexico","2026-03-17 14:51:12","Not frozen","189.233.116.231","e37b96fcb9739dfff29936866ce28b95",NULL,"39741844",NULL,NULL
"sportiumbet.mx","albertoion52","albertoion52","Mexico","2026-03-18 04:09:00","Not frozen",NULL,NULL,NULL,"39745426",NULL,NULL
"netbetuk","NETBCA0B7BF8BF89","NETBCA0B7BF8BF89","United Kingdom","2026-03-17 23:21:50","Not frozen",NULL,NULL,NULL,"39744298",NULL,NULL
"sportiumbet.mx","Liliana8600","Liliana8600","Mexico","2026-03-18 01:11:40","Not frozen",NULL,NULL,NULL,"39744784",NULL,NULL
"sportiumbet.mx","Denisse_garcia0","Denissegarcia0","Mexico","2026-03-17 22:22:10","Not frozen",NULL,NULL,NULL,"39743958",NULL,NULL
"netbetro","NETBD858C7035C2A","NETBD858C7035C2A","Romania","2026-03-17 21:22:10","Not frozen",NULL,NULL,NULL,"39743621",NULL,NULL
"skypoker.com","508639311","ActiveBG","United Kingdom","2026-03-17 21:09:15","Not frozen","90.217.179.211","be43554eafda6322b647abf485f32e70","2026-03-17 00:00:00","39743561","0","17.2200000732607"
"sportiumbet.mx","Nikefor1.","Nikefor11","Mexico","2026-03-17 10:40:50","Not frozen",NULL,NULL,NULL,"39740995",NULL,NULL
"netbetro","NETB4685E6A5483E","NETB4685E6A5483E","Romania","2026-03-17 13:28:00","Not frozen",NULL,NULL,NULL,"39741499",NULL,NULL
"sportiumbet.mx","Paulalove69","Paulalove69","Mexico","2026-03-17 23:22:20","Not frozen",NULL,NULL,NULL,"39744302",NULL,NULL
"sportiumbet.mx","Israel091","Israel091","Mexico","2026-03-17 20:43:40","Not frozen",NULL,NULL,NULL,"39743435",NULL,NULL
"bet365poker.se","ANDREI9790","bugglobe94","Sweden","2026-03-17 11:16:42","Not frozen","94.191.136.178","9ffc0e65aee698cf122a80bad6996569",NULL,"39741114",NULL,NULL
